ts_bucket,station_id,bikes,ebikes,classic,docks,bikes_disabled,docks_disabled,is_renting,is_returning,last_reported,src
1788628500,1786698974100683436,13,13,0,36,4,0,1,1,1788628364,gha
1788628500,d11b9869-8964-4b79-aafc-4b60ad1b44c4,2,2,0,20,1,0,1,1,1788628371,gha
1788628500,81bec993-29a5-4e70-8f60-eecdf16c7be4,15,10,5,15,0,0,1,1,1788628388,gha
1788628500,66dce9b5-0aca-11e7-82f6-3863bb44ef7c,14,0,14,17,1,0,1,1,1788628375,gha
1788628500,63a838a8-9acf-4ba1-91f5-c676f6ef2f7d,11,0,11,8,1,0,1,1,1788628409,gha
1788628500,d89dc10f-9be3-45a5-9c3c-06c04c963436,1,1,0,20,0,0,1,1,1788628410,gha
1788628500,66dd1c7f-0aca-11e7-82f6-3863bb44ef7c,44,24,20,5,1,0,1,1,1788628407,gha
1788628500,1814548067447122618,29,11,18,6,0,0,1,1,1788628408,gha
1788628500,f401cd5f-cb41-41f8-a857-4a4dfe778f94,15,4,11,9,2,0,1,1,1788628411,gha
1788628500,66dce8db-0aca-11e7-82f6-3863bb44ef7c,7,5,2,29,5,0,1,1,1788628414,gha
1788628500,66dd17a5-0aca-11e7-82f6-3863bb44ef7c,47,32,15,1,2,0,1,1,1788628440,gha
1788628500,66db6f2e-0aca-11e7-82f6-3863bb44ef7c,33,23,10,11,1,0,1,1,1788628444,gha
1788628500,1786698321265653818,33,12,21,6,2,0,1,1,1788628445,gha
1788628500,66dd01c5-0aca-11e7-82f6-3863bb44ef7c,22,15,7,1,5,0,1,1,1788628442,gha
1788628500,84a7baff-415b-4ab9-a859-74c2801483ce,9,2,7,8,2,0,1,1,1788628442,gha
1788628500,66dc3ab9-0aca-11e7-82f6-3863bb44ef7c,59,16,43,1,3,0,1,1,1788628445,gha
1788628500,3a89411a-0bc6-4ba3-bc56-fab950c8eba1,21,2,19,0,0,0,1,1,1788628446,gha
1788628500,66dd1d0f-0aca-11e7-82f6-3863bb44ef7c,28,10,18,0,3,0,1,1,1788628448,gha
1788628500,66dced76-0aca-11e7-82f6-3863bb44ef7c,15,9,6,9,2,0,1,1,1788628449,gha
1788628500,1786700154621508184,16,5,11,12,1,0,1,1,1788628447,gha
1788628500,6d766daf-9298-4059-a329-1818582d495f,8,4,4,10,1,0,1,1,1788628452,gha
1788628500,c7604869-5b55-40cf-812e-fc97901bdf14,10,3,7,31,3,0,1,1,1788628453,gha
1788628500,66de73fd-0aca-11e7-82f6-3863bb44ef7c,13,7,6,11,1,0,1,1,1788628454,gha
1788628500,1786697771181570266,36,23,13,3,5,0,1,1,1788628456,gha
1788628500,66dc3782-0aca-11e7-82f6-3863bb44ef7c,27,16,11,0,3,0,1,1,1788628383,gha
1788628500,18415ea7-efce-408d-bcb9-4693fb088dda,11,6,5,21,1,0,1,1,1788628399,gha
1788628500,bfe5e69d-89ff-48b3-bf20-80cbdfa443e0,42,32,10,10,2,0,1,1,1788628401,gha
1788628500,66dc0f8a-0aca-11e7-82f6-3863bb44ef7c,28,8,20,27,1,1,1,1,1788628397,gha
1788628500,c4e9905f-457b-4be0-a878-2aa53fa0b09b,4,2,2,18,2,0,1,1,1788628401,gha
1788628500,e35c42c6-8b73-4528-b08d-c94b75624b40,4,0,4,14,1,0,1,1,1788628405,gha
1788628500,66db76a1-0aca-11e7-82f6-3863bb44ef7c,24,0,24,33,0,0,1,1,1788628406,gha
1788628500,2100948436010992354,9,5,4,7,1,0,1,1,1788628405,gha
