ts_bucket,station_id,bikes,ebikes,classic,docks,bikes_disabled,docks_disabled,is_renting,is_returning,last_reported,src
1788629100,1871698348432996504,6,5,1,13,3,0,1,1,1788628986,gha
1788629100,c4e9905f-457b-4be0-a878-2aa53fa0b09b,4,2,2,18,2,0,1,1,1788629008,gha
1788629100,1786698321265653818,33,12,21,5,2,0,1,1,1788629009,gha
1788629100,66dce9b5-0aca-11e7-82f6-3863bb44ef7c,14,0,14,17,1,0,1,1,1788629010,gha
1788629100,2100948436010992354,9,5,4,7,1,0,1,1,1788629013,gha
1788629100,d11b9869-8964-4b79-aafc-4b60ad1b44c4,2,2,0,19,1,0,1,1,1788629011,gha
1788629100,e35c42c6-8b73-4528-b08d-c94b75624b40,5,1,4,13,1,0,1,1,1788629012,gha
1788629100,63a838a8-9acf-4ba1-91f5-c676f6ef2f7d,12,0,12,7,1,0,1,1,1788629016,gha
1788629100,1814548067447122618,29,12,17,6,0,0,1,1,1788629015,gha
1788629100,66dd217d-0aca-11e7-82f6-3863bb44ef7c,15,12,3,10,2,0,1,1,1788628994,gha
1788629100,81bec993-29a5-4e70-8f60-eecdf16c7be4,15,10,5,15,0,0,1,1,1788628994,gha
1788629100,66dd2060-0aca-11e7-82f6-3863bb44ef7c,10,3,7,36,3,0,1,1,1788628996,gha
1788629100,1871698223344654662,6,0,6,19,0,0,1,1,1788628996,gha
1788629100,66dbec40-0aca-11e7-82f6-3863bb44ef7c,24,3,21,28,3,0,1,1,1788629005,gha
1788629100,18415ea7-efce-408d-bcb9-4693fb088dda,9,5,4,23,1,0,1,1,1788629006,gha
1788629100,66dd01c5-0aca-11e7-82f6-3863bb44ef7c,20,12,8,2,5,0,1,1,1788629002,gha
1788629100,66db9e99-0aca-11e7-82f6-3863bb44ef7c,5,3,2,6,1,0,1,1,1788628949,gha
1788629100,f401cd5f-cb41-41f8-a857-4a4dfe778f94,16,5,11,10,0,0,1,1,1788629019,gha
1788629100,66dce8db-0aca-11e7-82f6-3863bb44ef7c,8,6,2,28,5,0,1,1,1788629021,gha
1788629100,75352ab4-8a31-4926-8b59-048a9e506452,7,0,7,10,0,0,1,1,1788628961,gha
