ts_bucket,station_id,bikes,ebikes,classic,docks,bikes_disabled,docks_disabled,is_renting,is_returning,last_reported,src
1789832700,498d7e8e-5164-4f26-9ce6-399947d73b1a,2,0,2,15,0,0,1,1,1789832561,gha
1789832700,63a838a8-9acf-4ba1-91f5-c676f6ef2f7d,12,4,8,7,1,0,1,1,1789832576,gha
1789832700,e35c42c6-8b73-4528-b08d-c94b75624b40,14,3,11,5,0,0,1,1,1789832580,gha
1789832700,d11b9869-8964-4b79-aafc-4b60ad1b44c4,16,5,11,6,1,0,1,1,1789832577,gha
1789832700,66dd1d0f-0aca-11e7-82f6-3863bb44ef7c,18,9,9,7,6,0,1,1,1789832585,gha
1789832700,75352ab4-8a31-4926-8b59-048a9e506452,9,6,3,7,1,0,1,1,1789832585,gha
1789832700,bfe5e69d-89ff-48b3-bf20-80cbdfa443e0,4,1,3,48,2,0,1,1,1789832594,gha
1789832700,66dc0f8a-0aca-11e7-82f6-3863bb44ef7c,40,10,30,13,5,0,1,1,1789832593,gha
1789832700,1871698223344654662,21,4,17,2,2,0,1,1,1789832596,gha
1789832700,f833d403-2cf5-424a-a3b3-0314a44b4a67,34,5,29,7,5,0,1,1,1789832547,gha
1789832700,84a7baff-415b-4ab9-a859-74c2801483ce,16,10,6,3,0,0,1,1,1789832545,gha
1789832700,81bec993-29a5-4e70-8f60-eecdf16c7be4,1,1,0,26,3,0,1,1,1789832546,gha
1789832700,66dbc37a-0aca-11e7-82f6-3863bb44ef7c,26,1,25,28,5,1,1,1,1789832555,gha
1789832700,c7604869-5b55-40cf-812e-fc97901bdf14,12,4,8,28,3,0,1,1,1789832554,gha
1789832700,d89dc10f-9be3-45a5-9c3c-06c04c963436,8,3,5,8,6,0,1,1,1789832559,gha
1789832700,1786697771181570266,41,2,39,0,3,0,1,1,1789832600,gha
1789832700,66dd2060-0aca-11e7-82f6-3863bb44ef7c,33,11,22,13,4,0,1,1,1789832610,gha
1789832700,66dd1f44-0aca-11e7-82f6-3863bb44ef7c,18,14,4,7,2,0,1,1,1789832610,gha
1789832700,66dd01c5-0aca-11e7-82f6-3863bb44ef7c,21,20,1,2,4,0,1,1,1789832608,gha
1789832700,66dc3782-0aca-11e7-82f6-3863bb44ef7c,15,11,4,12,3,0,1,1,1789832608,gha
1789832700,66dce9b5-0aca-11e7-82f6-3863bb44ef7c,10,6,4,20,2,0,1,1,1789832608,gha
1789832700,66db93a1-0aca-11e7-82f6-3863bb44ef7c,17,0,17,11,6,0,1,1,1789832616,gha
1789832700,1814548067447122618,12,1,11,20,3,0,1,1,1789832626,gha
1789832700,6d766daf-9298-4059-a329-1818582d495f,10,3,7,8,1,0,1,1,1789832624,gha
1789832700,66db9e99-0aca-11e7-82f6-3863bb44ef7c,2,0,2,9,4,0,1,1,1789832623,gha
1789832700,66dce8db-0aca-11e7-82f6-3863bb44ef7c,22,11,11,16,2,0,1,1,1789832624,gha
1789832700,c4e9905f-457b-4be0-a878-2aa53fa0b09b,6,3,3,16,2,0,1,1,1789832624,gha
1789832700,ab6aadd8-fa45-43aa-abea-c8e01ec5a0c8,12,2,10,6,3,0,1,1,1789832624,gha
1789832700,66dc3ab9-0aca-11e7-82f6-3863bb44ef7c,51,37,14,9,4,0,1,1,1789832604,gha
1789832700,f401cd5f-cb41-41f8-a857-4a4dfe778f94,10,4,6,11,5,0,1,1,1789832606,gha
1789832700,3a89411a-0bc6-4ba3-bc56-fab950c8eba1,18,5,13,3,0,0,1,1,1789832606,gha
1789832700,2100948436010992354,9,2,7,5,3,0,1,1,1789832618,gha
1789832700,1786700154621508184,16,2,14,11,1,0,1,1,1789832617,gha
1789832700,1786698321265653818,18,9,9,21,1,0,1,1,1789832632,gha
1789832700,66dced76-0aca-11e7-82f6-3863bb44ef7c,10,1,9,14,2,0,1,1,1789832628,gha
1789832700,66dd17a5-0aca-11e7-82f6-3863bb44ef7c,43,7,36,4,3,0,1,1,1789832628,gha
1789832700,66de73fd-0aca-11e7-82f6-3863bb44ef7c,8,7,1,14,3,0,1,1,1789832628,gha
1789832700,66dbec40-0aca-11e7-82f6-3863bb44ef7c,20,2,18,33,2,0,1,1,1789832634,gha
1789832700,66db76a1-0aca-11e7-82f6-3863bb44ef7c,51,10,41,41,2,0,1,1,1789832635,gha
1789832700,9394fb49-583f-4426-8d2f-a2b0ffb584d2,25,2,23,23,1,0,1,1,1789832641,gha
1789832700,66dd1c7f-0aca-11e7-82f6-3863bb44ef7c,33,22,11,10,2,0,1,1,1789832645,gha
1789832700,18415ea7-efce-408d-bcb9-4693fb088dda,15,4,11,16,3,0,1,1,1789832645,gha
1789832700,66db6f2e-0aca-11e7-82f6-3863bb44ef7c,40,18,22,0,5,0,1,1,1789832645,gha
1789832700,66dd217d-0aca-11e7-82f6-3863bb44ef7c,8,8,0,16,2,0,1,1,1789832645,gha
1789832700,1871698348432996504,18,9,9,4,1,0,1,1,1789832645,gha
1789832700,1786698974100683436,43,31,12,8,3,0,1,1,1789832646,gha
1789832700,66dd1d9c-0aca-11e7-82f6-3863bb44ef7c,22,10,12,0,6,0,1,1,1789832647,gha
1789832700,66dbc420-0aca-11e7-82f6-3863bb44ef7c,36,4,32,10,5,1,1,1,1789832648,gha
1789832700,457ea5d7-d643-4028-87db-46dee0b81555,18,3,15,18,4,0,1,1,1789832648,gha
1789832700,66dd056e-0aca-11e7-82f6-3863bb44ef7c,10,3,7,7,0,0,1,1,1789832648,gha
1789832700,2104278402820534724,31,1,30,8,3,0,1,1,1789832540,gha
1789832700,66db9cc4-0aca-11e7-82f6-3863bb44ef7c,31,8,23,5,3,0,1,1,1789832541,gha
1789832700,66dce4fc-0aca-11e7-82f6-3863bb44ef7c,20,2,18,7,2,0,1,1,1789832545,gha
1789832700,1786687245202023014,30,6,24,4,1,0,1,1,1789832590,gha
1789832700,29223935-a682-411c-9f25-577bbb9804fc,17,3,14,2,1,0,1,1,1789832596,gha
1789832700,d52d4171-fd60-4a28-b7e2-89f3693e0591,7,0,7,11,0,0,1,1,1789832597,gha
1789832700,9b721468-3b28-429d-9e13-580cdf00a6a4,24,22,2,1,2,1,1,1,1789832595,gha
1789832700,2868db5b-df51-4c36-8515-ef77a5b092c2,17,9,8,0,2,0,1,1,1789832613,gha
1789832700,1786697166576476490,44,29,15,0,2,0,1,1,1789832615,gha
1789832700,1786375597504305174,39,19,20,1,2,0,1,1,1789832622,gha
1789832700,b03adb87-2bd9-43a5-a822-7d06a9ee2d81,22,2,20,4,3,0,1,1,1789832625,gha
1789832700,66dd20eb-0aca-11e7-82f6-3863bb44ef7c,9,1,8,24,2,0,1,1,1789832624,gha
1789832700,4168e5a4-c7ec-4045-bfc8-84ac5edbe845,15,4,11,27,2,0,1,1,1789832624,gha
1789832700,66dcf640-0aca-11e7-82f6-3863bb44ef7c,20,12,8,4,1,0,1,1,1789832627,gha
1789832700,7a771842-c090-4da1-8c13-72b7f4f50a87,32,18,14,2,1,0,1,1,1789832565,gha
1789832700,1786696564295760054,19,17,2,7,1,0,1,1,1789832554,gha
1789832700,467e1de6-73a6-480f-9e83-fd1b03b71047,22,18,4,2,0,0,1,1,1789832555,gha
1789832700,f3b359e2-7983-4aaf-b6b0-e3b7d30816a4,18,3,15,0,1,0,1,1,1789832575,gha
1789832700,66dbf062-0aca-11e7-82f6-3863bb44ef7c,21,3,18,18,0,0,1,1,1789832574,gha
1789832700,a958a8af-a0cc-4bca-9114-93c74ce3c693,14,4,10,8,0,0,1,1,1789832577,gha
