hour_local,temp_f,apparent_f,precip_mm,rain_mm,snow_cm,wind_kmh,gust_kmh,humidity,cloud_pct,weather_code
2026-08-24T20:00,73.2,71.4,0.0,0.0,0.0,10.9,25.2,50,0,0
2026-08-24T21:00,70.3,69.1,0.0,0.0,0.0,8.6,24.8,55,0,0
2026-08-24T22:00,68.1,68.0,0.0,0.0,0.0,8.7,19.8,67,0,0
2026-08-24T23:00,68.3,68.3,0.0,0.0,0.0,7.6,18.0,66,0,0
2026-08-25T00:00,67.4,68.6,0.0,0.0,0.0,5.0,13.3,71,0,0
2026-08-25T01:00,66.2,66.0,0.0,0.0,0.0,7.1,17.6,68,0,0
2026-08-25T02:00,65.9,64.2,0.0,0.0,0.0,10.4,30.6,64,0,0
2026-08-25T03:00,64.2,63.5,0.0,0.0,0.0,8.0,15.8,71,0,0
2026-08-25T04:00,63.8,63.6,0.0,0.0,0.0,6.5,16.9,73,0,0
2026-08-25T05:00,63.1,62.6,0.0,0.0,0.0,7.9,13.0,75,0,0
2026-08-25T06:00,62.3,62.2,0.0,0.0,0.0,8.3,16.2,81,0,0
2026-08-25T07:00,62.9,64.4,0.0,0.0,0.0,3.8,15.5,82,1,0
2026-08-25T08:00,66.4,67.4,0.0,0.0,0.0,6.5,19.4,75,1,0
2026-08-25T09:00,68.7,68.4,0.0,0.0,0.0,11.5,14.0,69,18,0
2026-08-25T10:00,70.8,72.2,0.0,0.0,0.0,9.5,13.0,72,2,0
2026-08-25T11:00,72.8,76.0,0.0,0.0,0.0,8.0,15.8,66,21,1
2026-08-25T12:00,74.6,76.9,0.0,0.0,0.0,11.3,21.2,63,40,1
2026-08-25T13:00,75.5,75.3,0.0,0.0,0.0,12.6,20.2,57,100,3
2026-08-25T14:00,77.3,76.7,0.0,0.0,0.0,16.5,20.2,55,45,1
2026-08-25T15:00,78.8,77.8,0.0,0.0,0.0,15.5,20.9,51,35,1
2026-08-25T16:00,80.2,81.0,0.0,0.0,0.0,13.0,20.2,49,35,1
2026-08-25T17:00,80.1,79.7,0.0,0.0,0.0,11.9,20.5,47,28,1
2026-08-25T18:00,79.5,78.4,0.0,0.0,0.0,12.5,18.4,46,14,0
2026-08-25T19:00,77.5,76.5,0.0,0.0,0.0,12.3,22.0,49,0,0
2026-08-25T20:00,74.9,75.0,0.0,0.0,0.0,8.6,19.4,54,3,0
2026-08-25T21:00,71.2,72.0,0.0,0.0,0.0,10.7,26.6,69,4,0
2026-08-25T22:00,70.1,72.1,0.0,0.0,0.0,7.2,20.9,74,1,0
2026-08-25T23:00,69.1,71.6,0.0,0.0,0.0,5.2,17.6,76,0,0
2026-08-26T00:00,68.3,70.2,0.0,0.0,0.0,4.7,24.1,73,4,0
2026-08-26T01:00,66.8,68.9,0.0,0.0,0.0,5.8,18.4,80,0,0
2026-08-26T02:00,66.2,67.6,0.0,0.0,0.0,6.1,20.9,78,14,0
2026-08-26T03:00,65.3,67.3,0.0,0.0,0.0,4.7,14.8,82,0,0
2026-08-26T04:00,64.2,65.9,0.0,0.0,0.0,5.8,14.8,85,0,0
2026-08-26T05:00,63.8,65.4,0.0,0.0,0.0,5.9,14.8,86,0,0
2026-08-26T06:00,63.4,65.6,0.0,0.0,0.0,3.6,10.8,87,0,0
2026-08-26T07:00,63.6,66.8,0.0,0.0,0.0,1.1,13.0,89,0,0
2026-08-26T08:00,67.5,70.2,0.0,0.0,0.0,5.6,14.4,82,16,0
2026-08-26T09:00,69.4,71.0,0.0,0.0,0.0,9.4,16.9,76,1,0
2026-08-26T10:00,71.9,74.1,0.0,0.0,0.0,5.6,9.0,68,26,1
2026-08-26T11:00,74.7,79.2,0.0,0.0,0.0,5.4,13.0,64,7,0
2026-08-26T12:00,77.0,82.1,0.0,0.0,0.0,8.1,13.3,61,3,0
2026-08-26T13:00,79.9,85.5,0.0,0.0,0.0,7.4,11.9,54,4,0
2026-08-26T14:00,81.3,86.1,0.0,0.0,0.0,8.7,11.2,50,1,0
2026-08-26T15:00,82.5,86.5,0.0,0.0,0.0,7.8,13.7,47,14,0
2026-08-26T16:00,83.1,84.5,0.0,0.0,0.0,10.0,14.0,43,17,0
2026-08-26T17:00,79.2,79.2,0.0,0.0,0.0,16.5,19.8,56,5,0
2026-08-26T18:00,77.3,78.5,0.0,0.0,0.0,16.6,21.2,66,29,1
2026-08-26T19:00,75.4,78.2,0.0,0.0,0.0,12.1,18.4,73,67,2
2026-08-26T20:00,73.6,77.0,0.0,0.0,0.0,8.9,24.5,76,0,0
2026-08-26T21:00,72.5,77.6,0.0,0.0,0.0,6.6,19.1,85,5,0
2026-08-26T22:00,72.3,77.3,0.0,0.0,0.0,6.0,21.6,84,7,0
2026-08-26T23:00,72.0,76.6,0.0,0.0,0.0,7.2,24.8,84,79,2
2026-08-27T00:00,71.4,76.2,0.0,0.0,0.0,4.3,21.2,83,99,3
2026-08-27T01:00,73.1,78.3,0.0,0.0,0.0,1.3,15.8,76,99,3
2026-08-27T02:00,71.3,75.9,0.0,0.0,0.0,8.0,20.5,88,50,2
2026-08-27T03:00,71.6,76.6,0.0,0.0,0.0,5.8,15.8,86,4,0
2026-08-27T04:00,70.4,75.1,0.0,0.0,0.0,5.1,13.7,86,0,0
2026-08-27T05:00,70.6,75.2,0.0,0.0,0.0,4.3,8.6,84,3,0
2026-08-27T06:00,70.4,75.7,0.0,0.0,0.0,5.6,18.0,91,99,3
2026-08-27T07:00,71.0,76.5,0.0,0.0,0.0,6.4,16.6,91,99,3
2026-08-27T08:00,72.5,78.6,0.4,0.4,0.0,5.8,23.4,90,100,51
2026-08-27T09:00,75.8,81.9,0.0,0.0,0.0,4.1,15.5,78,100,3
2026-08-27T10:00,75.3,82.7,0.0,0.0,0.0,4.5,12.2,87,100,3
2026-08-27T11:00,78.1,85.8,0.0,0.0,0.0,10.0,17.3,86,100,3
2026-08-27T12:00,76.4,81.9,0.0,0.0,0.0,20.0,27.4,90,49,1
2026-08-27T13:00,74.6,77.0,0.4,0.4,0.0,20.6,37.8,85,100,51
2026-08-27T14:00,72.3,76.6,6.8,6.8,0.0,16.9,25.2,97,100,63
2026-08-27T15:00,70.4,72.9,34.2,34.2,0.0,14.4,25.2,88,100,65
2026-08-27T16:00,72.8,79.0,0.0,0.0,0.0,9.2,31.0,95,100,3
2026-08-27T17:00,71.5,75.6,0.4,0.4,0.0,15.3,35.3,96,100,51
2026-08-27T18:00,73.7,78.6,0.0,0.0,0.0,11.2,31.7,87,100,3
2026-08-27T19:00,72.8,78.3,0.0,0.0,0.0,9.2,34.2,90,100,3
2026-08-27T20:00,72.9,79.1,0.0,0.0,0.0,7.1,27.0,91,96,3
2026-08-27T21:00,71.8,77.8,0.0,0.0,0.0,4.1,13.0,89,99,3
2026-08-27T22:00,70.7,76.7,0.0,0.0,0.0,3.0,6.5,90,99,3
2026-08-27T23:00,70.2,76.1,0.0,0.0,0.0,2.4,6.8,90,99,3
2026-08-28T00:00,70.1,75.6,0.0,0.0,0.0,3.5,6.5,90,99,3
2026-08-28T01:00,70.6,75.9,0.0,0.0,0.0,4.8,5.4,89,99,3
2026-08-28T02:00,70.9,76.1,0.0,0.0,0.0,5.5,5.4,89,100,3
2026-08-28T03:00,70.2,74.2,0.0,0.0,0.0,8.0,7.9,87,61,2
2026-08-28T04:00,69.5,74.6,0.0,0.0,0.0,1.1,2.2,85,2,0
2026-08-28T05:00,69.2,73.9,0.0,0.0,0.0,4.2,5.4,89,22,1
2026-08-28T06:00,69.9,76.2,0.0,0.0,0.0,1.8,2.5,93,99,3
2026-08-28T07:00,70.0,76.5,0.0,0.0,0.0,2.3,4.3,95,99,3
2026-08-28T08:00,71.2,78.0,0.0,0.0,0.0,3.3,6.1,94,99,3
2026-08-28T09:00,72.8,80.2,0.0,0.0,0.0,4.5,5.0,94,98,3
2026-08-28T10:00,74.5,81.5,0.0,0.0,0.0,5.8,8.3,89,35,1
2026-08-28T11:00,77.4,87.2,0.0,0.0,0.0,5.4,9.7,89,94,3
2026-08-28T12:00,79.1,88.0,0.0,0.0,0.0,8.2,9.7,77,30,1
2026-08-28T13:00,80.3,88.6,0.0,0.0,0.0,8.1,11.5,68,10,0
2026-08-28T14:00,81.2,89.4,0.0,0.0,0.0,4.5,10.4,62,52,2
2026-08-28T15:00,81.8,87.6,0.0,0.0,0.0,7.6,14.0,56,4,0
2026-08-28T16:00,82.9,89.9,0.0,0.0,0.0,2.5,10.8,59,2,0
2026-08-28T17:00,83.0,87.6,0.0,0.0,0.0,5.6,13.0,57,26,1
2026-08-28T18:00,80.9,86.9,0.0,0.0,0.0,9.2,13.0,72,11,0
2026-08-28T19:00,79.1,85.6,0.0,0.0,0.0,6.0,12.2,74,2,0
2026-08-28T20:00,77.0,80.4,0.0,0.0,0.0,11.3,26.6,71,9,0
2026-08-28T21:00,75.1,78.8,0.0,0.0,0.0,4.2,33.1,67,26,1
2026-08-28T22:00,73.7,75.8,0.0,0.0,0.0,8.4,20.2,68,2,0
2026-08-28T23:00,72.6,74.1,0.0,0.0,0.0,8.4,24.1,67,97,3
2026-08-29T00:00,70.2,71.1,0.0,0.0,0.0,8.3,18.4,68,0,0
2026-08-29T01:00,68.4,68.9,0.0,0.0,0.0,7.4,17.6,68,0,0
2026-08-29T02:00,67.2,68.4,0.0,0.0,0.0,7.4,23.0,76,0,0
2026-08-29T03:00,65.0,66.3,0.0,0.0,0.0,7.6,20.9,83,0,0
2026-08-29T04:00,63.8,63.5,0.0,0.0,0.0,7.9,33.1,75,0,0
2026-08-29T05:00,62.4,60.6,0.0,0.0,0.0,11.3,27.0,73,0,0
2026-08-29T06:00,61.3,60.5,0.0,0.0,0.0,7.6,28.4,76,0,0
2026-08-29T07:00,61.2,60.7,0.0,0.0,0.0,7.7,18.0,79,4,0
2026-08-29T08:00,64.1,63.3,0.0,0.0,0.0,9.8,25.9,74,0,0
2026-08-29T09:00,66.7,65.1,0.0,0.0,0.0,11.5,24.5,65,0,0
2026-08-29T10:00,69.1,66.8,0.0,0.0,0.0,13.0,22.0,58,0,0
2026-08-29T11:00,71.5,72.2,0.0,0.0,0.0,9.3,14.0,55,0,0
2026-08-29T12:00,72.7,74.8,0.0,0.0,0.0,6.0,13.0,49,0,0
2026-08-29T13:00,74.1,77.9,0.0,0.0,0.0,3.5,7.9,48,2,0
2026-08-29T14:00,75.9,80.0,0.0,0.0,0.0,1.3,5.4,43,0,0
2026-08-29T15:00,77.3,79.1,0.0,0.0,0.0,2.7,11.5,35,0,0
2026-08-29T16:00,77.8,77.2,0.0,0.0,0.0,5.9,10.1,35,0,0
2026-08-29T17:00,77.6,76.8,0.0,0.0,0.0,3.1,11.2,38,3,0
2026-08-29T18:00,74.6,73.8,0.0,0.0,0.0,7.2,13.0,48,0,0
2026-08-29T19:00,71.9,70.5,0.0,0.0,0.0,6.1,11.9,47,0,0
2026-08-29T20:00,69.3,68.7,0.0,0.0,0.0,5.4,16.2,55,0,0
2026-08-29T21:00,67.9,68.5,0.0,0.0,0.0,1.8,2.2,60,0,0
2026-08-29T22:00,67.3,66.1,0.0,0.0,0.0,5.6,5.4,56,0,0
2026-08-29T23:00,66.2,65.4,0.0,0.0,0.0,5.7,7.2,61,0,0
2026-08-30T00:00,65.7,65.5,0.0,0.0,0.0,6.6,11.5,68,0,0
2026-08-30T01:00,64.3,64.8,0.0,0.0,0.0,7.6,17.3,79,0,0
2026-08-30T02:00,64.6,67.2,0.0,0.0,0.0,3.8,21.6,87,0,0
2026-08-30T03:00,64.7,67.0,0.0,0.0,0.0,6.4,18.0,89,1,0
2026-08-30T04:00,64.8,67.1,0.0,0.0,0.0,5.6,16.6,87,1,0
2026-08-30T05:00,64.6,67.2,0.0,0.0,0.0,4.4,11.9,88,2,0
2026-08-30T06:00,64.6,66.9,0.0,0.0,0.0,3.9,10.4,85,4,0
2026-08-30T07:00,64.9,67.4,0.0,0.0,0.0,2.9,7.9,83,0,0
2026-08-30T08:00,67.8,70.7,0.0,0.0,0.0,5.0,13.3,82,11,0
2026-08-30T09:00,69.3,71.2,0.0,0.0,0.0,8.1,15.5,76,58,2
2026-08-30T10:00,71.2,72.6,0.0,0.0,0.0,9.1,19.4,70,3,0
2026-08-30T11:00,73.7,76.6,0.0,0.0,0.0,10.3,20.5,68,37,1
2026-08-30T12:00,74.9,76.3,0.0,0.0,0.0,12.1,23.0,66,95,3
2026-08-30T13:00,74.6,76.1,0.0,0.0,0.0,18.9,27.4,68,92,3
2026-08-30T14:00,72.4,75.9,0.0,0.0,0.0,7.8,26.3,78,100,3
2026-08-30T15:00,73.7,78.4,0.0,0.0,0.0,10.0,31.3,84,100,3
2026-08-30T16:00,78.3,83.8,0.0,0.0,0.0,13.0,27.7,80,72,2
2026-08-30T17:00,79.2,85.0,0.0,0.0,0.0,11.2,25.6,77,100,3
2026-08-30T18:00,79.0,85.9,0.0,0.0,0.0,7.1,19.4,78,100,3
2026-08-30T19:00,77.7,85.8,0.0,0.0,0.0,4.7,14.4,84,86,3
2026-08-30T20:00,75.1,82.0,0.0,0.0,0.0,7.4,9.7,89,100,3
2026-08-30T21:00,74.4,82.4,0.0,0.0,0.0,4.5,4.7,93,100,3
2026-08-30T22:00,74.2,82.2,0.0,0.0,0.0,4.1,4.0,93,100,3
2026-08-30T23:00,74.2,81.4,0.0,0.0,0.0,6.6,13.3,92,100,3
