ts_bucket,station_id,bikes,ebikes,classic,docks,bikes_disabled,docks_disabled,is_renting,is_returning,last_reported,src
1790449500,66db93a1-0aca-11e7-82f6-3863bb44ef7c,0,0,0,0,0,0,0,0,86400,gha
1790449500,66dce8db-0aca-11e7-82f6-3863bb44ef7c,32,20,12,5,3,0,1,1,1790449388,gha
1790449500,f401cd5f-cb41-41f8-a857-4a4dfe778f94,23,17,6,1,2,0,1,1,1790449390,gha
1790449500,66db6f2e-0aca-11e7-82f6-3863bb44ef7c,40,21,19,4,1,0,1,1,1790449399,gha
1790449500,66dd1c7f-0aca-11e7-82f6-3863bb44ef7c,32,27,5,12,5,0,1,1,1790449400,gha
1790449500,66dd17a5-0aca-11e7-82f6-3863bb44ef7c,43,33,10,6,1,0,1,1,1790449405,gha
1790449500,66db9e99-0aca-11e7-82f6-3863bb44ef7c,7,1,6,7,0,0,1,1,1790449405,gha
1790449500,c4e9905f-457b-4be0-a878-2aa53fa0b09b,18,8,10,4,2,0,1,1,1790449416,gha
1790449500,1786700154621508184,25,23,2,3,0,0,1,1,1790449415,gha
1790449500,84a7baff-415b-4ab9-a859-74c2801483ce,18,6,12,1,0,0,1,1,1790449416,gha
1790449500,d89dc10f-9be3-45a5-9c3c-06c04c963436,6,1,5,13,2,0,1,1,1790449445,gha
1790449500,1786698974100683436,44,31,13,8,0,0,1,1,1790449446,gha
1790449500,6d766daf-9298-4059-a329-1818582d495f,8,5,3,11,0,0,1,1,1790449453,gha
1790449500,75352ab4-8a31-4926-8b59-048a9e506452,16,15,1,0,1,0,1,1,1790449450,gha
1790449500,1871698223344654662,21,14,7,3,1,0,1,1,1790449363,gha
1790449500,bfe5e69d-89ff-48b3-bf20-80cbdfa443e0,8,1,7,45,1,0,1,1,1790449419,gha
1790449500,66dd1d0f-0aca-11e7-82f6-3863bb44ef7c,28,2,26,3,0,0,1,1,1790449423,gha
1790449500,66dce9b5-0aca-11e7-82f6-3863bb44ef7c,12,3,9,19,0,0,1,1,1790449423,gha
1790449500,66dd217d-0aca-11e7-82f6-3863bb44ef7c,1,0,1,24,1,0,1,1,1790449424,gha
1790449500,66dd01c5-0aca-11e7-82f6-3863bb44ef7c,26,21,5,0,1,0,1,1,1790449427,gha
1790449500,81bec993-29a5-4e70-8f60-eecdf16c7be4,13,12,1,14,2,0,1,1,1790449426,gha
1790449500,66dbec40-0aca-11e7-82f6-3863bb44ef7c,20,5,15,32,3,0,1,1,1790449429,gha
1790449500,66dced76-0aca-11e7-82f6-3863bb44ef7c,18,16,2,7,1,0,1,1,1790449431,gha
1790449500,66dbc37a-0aca-11e7-82f6-3863bb44ef7c,22,15,7,33,5,1,1,1,1790449439,gha
1790449500,457ea5d7-d643-4028-87db-46dee0b81555,9,2,7,26,3,0,1,1,1790449442,gha
1790449500,1871698348432996504,21,6,15,0,1,0,1,1,1790449456,gha
1790449500,1786698321265653818,34,32,2,5,1,0,1,1,1790449453,gha
1790449500,e35c42c6-8b73-4528-b08d-c94b75624b40,17,11,6,0,2,0,1,1,1790449478,gha
1790449500,66dbc420-0aca-11e7-82f6-3863bb44ef7c,48,25,23,0,4,0,1,1,1790449476,gha
1790449500,9394fb49-583f-4426-8d2f-a2b0ffb584d2,34,17,17,11,4,0,1,1,1790449474,gha
1790449500,18415ea7-efce-408d-bcb9-4693fb088dda,14,7,7,18,2,0,1,1,1790449475,gha
1790449500,1786697771181570266,42,8,34,0,3,0,1,1,1790449476,gha
1790449500,66dc0f8a-0aca-11e7-82f6-3863bb44ef7c,52,18,34,4,1,0,1,1,1790449474,gha
1790449500,2100948436010992354,12,7,5,3,2,0,1,1,1790449468,gha
1790449500,66dd1d9c-0aca-11e7-82f6-3863bb44ef7c,15,7,8,7,3,3,1,1,1790449467,gha
1790449500,1814548067447122618,33,15,18,2,0,0,1,1,1790449467,gha
