ts_bucket,station_id,bikes,ebikes,classic,docks,bikes_disabled,docks_disabled,is_renting,is_returning,last_reported,src
1789217100,66dd01c5-0aca-11e7-82f6-3863bb44ef7c,8,6,2,17,2,0,1,1,1789216940,gha
1789217100,1786700154621508184,13,7,6,16,0,0,1,1,1789216939,gha
1789217100,66db9e99-0aca-11e7-82f6-3863bb44ef7c,10,7,3,1,1,0,1,1,1789216937,gha
1789217100,66dce8db-0aca-11e7-82f6-3863bb44ef7c,36,34,2,2,3,0,1,1,1789216951,gha
1789217100,c7604869-5b55-40cf-812e-fc97901bdf14,28,6,22,13,3,0,1,1,1789216952,gha
1789217100,c4e9905f-457b-4be0-a878-2aa53fa0b09b,13,2,11,10,1,0,1,1,1789216954,gha
1789217100,66db76a1-0aca-11e7-82f6-3863bb44ef7c,46,22,24,9,1,0,1,1,1789216956,gha
1789217100,1871698223344654662,16,1,15,8,1,0,1,1,1789216957,gha
1789217100,66dc3782-0aca-11e7-82f6-3863bb44ef7c,1,0,1,24,5,0,1,1,1789216960,gha
1789217100,66dd217d-0aca-11e7-82f6-3863bb44ef7c,17,2,15,8,1,0,1,1,1789216972,gha
1789217100,66dced76-0aca-11e7-82f6-3863bb44ef7c,21,18,3,3,2,0,1,1,1789216975,gha
1789217100,d89dc10f-9be3-45a5-9c3c-06c04c963436,11,1,10,5,5,0,1,1,1789216975,gha
1789217100,66dbec40-0aca-11e7-82f6-3863bb44ef7c,43,22,21,11,1,0,1,1,1789216977,gha
1789217100,1786698974100683436,18,10,8,30,5,0,1,1,1789216978,gha
1789217100,1871698348432996504,17,10,7,3,3,0,1,1,1789216980,gha
1789217100,66dd1d0f-0aca-11e7-82f6-3863bb44ef7c,29,7,22,0,2,0,1,1,1789216982,gha
1789217100,1786697771181570266,29,9,20,6,8,0,1,1,1789216995,gha
1789217100,81bec993-29a5-4e70-8f60-eecdf16c7be4,23,16,7,4,3,0,1,1,1789216994,gha
1789217100,18415ea7-efce-408d-bcb9-4693fb088dda,20,13,7,13,1,0,1,1,1789216997,gha
1789217100,66db93a1-0aca-11e7-82f6-3863bb44ef7c,29,19,10,0,7,0,1,1,1789217004,gha
1789217100,f833d403-2cf5-424a-a3b3-0314a44b4a67,43,13,30,0,4,0,1,1,1789217011,gha
1789217100,1814548067447122618,26,3,23,6,3,0,1,1,1789217009,gha
1789217100,1786698321265653818,30,13,17,8,4,0,1,1,1789217014,gha
1789217100,66dd1c7f-0aca-11e7-82f6-3863bb44ef7c,31,17,14,7,12,0,1,1,1789217012,gha
1789217100,84a7baff-415b-4ab9-a859-74c2801483ce,7,5,2,7,5,0,1,1,1789217015,gha
1789217100,6d766daf-9298-4059-a329-1818582d495f,15,6,9,4,0,0,1,1,1789217017,gha
1789217100,9394fb49-583f-4426-8d2f-a2b0ffb584d2,35,15,20,9,5,0,1,1,1789217013,gha
1789217100,498d7e8e-5164-4f26-9ce6-399947d73b1a,9,1,8,6,2,0,1,1,1789217020,gha
1789217100,63a838a8-9acf-4ba1-91f5-c676f6ef2f7d,19,15,4,1,0,0,1,1,1789217021,gha
1789217100,e35c42c6-8b73-4528-b08d-c94b75624b40,15,5,10,3,1,0,1,1,1789217017,gha
1789217100,2100948436010992354,6,1,5,9,2,0,1,1,1789217017,gha
1789217100,66dce9b5-0aca-11e7-82f6-3863bb44ef7c,21,12,9,9,2,0,1,1,1789217018,gha
1789217100,3a89411a-0bc6-4ba3-bc56-fab950c8eba1,19,2,17,1,1,0,1,1,1789217022,gha
1789217100,d11b9869-8964-4b79-aafc-4b60ad1b44c4,17,17,0,6,0,0,1,1,1789217031,gha
1789217100,f401cd5f-cb41-41f8-a857-4a4dfe778f94,16,1,15,8,2,0,1,1,1789217027,gha
1789217100,66dc0f8a-0aca-11e7-82f6-3863bb44ef7c,20,2,18,36,1,0,1,1,1789217034,gha
1789217100,75352ab4-8a31-4926-8b59-048a9e506452,14,6,8,1,2,0,1,1,1789217034,gha
1789217100,66dd17a5-0aca-11e7-82f6-3863bb44ef7c,41,24,17,8,1,0,1,1,1789217040,gha
1789217100,66de73fd-0aca-11e7-82f6-3863bb44ef7c,15,8,7,10,0,0,1,1,1789217038,gha
